Month,passengers
2649-06,78
2649-07,141
2649-08,136
2649-09,55
2649-10,199
2649-11,227
2649-12,148
2650-01,231
2650-03,109
2650-04,107
2650-05,68
2650-06,207
2650-07,138
2650-08,249
2650-09,51
2650-10,238
2650-11,207
2650-12,135
2651-01,67
2651-02,151
2651-03,157
2651-04,200
2651-05,52
2651-06,107
2651-07,160
2651-08,123
2651-09,79
2651-11,144
2651-12,101
2652-01,248
2652-02,84
2652-03,148
2652-04,99
2652-05,51
2652-06,165
2652-07,197
2652-08,67
2652-09,87
2652-10,198
2652-11,115
2652-12,181
2653-01,103
2653-02,179
2653-03,53
2653-04,190
2653-05,146
2653-07,88
2653-08,210
2653-09,244
2653-10,122
2653-11,140
2653-12,139
2654-01,142
2654-02,193
2654-03,118
2654-04,245
2654-05,191
2654-06,125
2654-07,211
2654-08,131
2654-09,248
2654-10,177
2654-11,186
2654-12,248
2655-01,58
2655-03,185
2655-04,130
2655-05,124
2655-06,134
2655-07,188
2655-08,75
2655-09,140
2655-10,163
2655-11,177
2655-12,85
2656-01,79
2656-02,114
2656-03,100
2656-04,106
2656-05,65
2656-06,248
2656-07,195
2656-08,87
2656-09,86
2656-10,172
2656-11,149
2657-01,238
2657-02,133
2657-03,64
2657-04,182
2657-05,99
2657-06,52
2657-07,130
2657-08,207
2657-09,125
2657-10,248
2657-11,78
2657-12,69
2658-01,51
2658-02,104
2658-03,132
2658-04,128
2658-05,221
2658-06,201
2658-07,217
2658-09,80
2658-10,238
2658-11,227
2658-12,56
2659-01,85
2659-02,200
2659-03,200
2659-04,76
2659-05,218
2659-06,247
2659-07,65
2659-08,81
2659-09,56
2659-10,144
2659-11,200
2659-12,97
2660-01,218
2660-02,146
2660-03,226
2660-05,146
2660-06,61
2660-07,153
2660-08,232
2660-09,96
2660-10,199
2660-11,209
2660-12,115
2661-01,75
2661-02,56
2661-03,215
2661-04,160
2661-05,195
2661-06,206
2661-07,197
2661-08,155
2661-09,57
2661-10,116
2661-11,182
2661-12,219
2662-01,177
2662-03,161
2662-04,80
2662-05,85
2662-06,234
2662-07,201
2662-08,138
2662-09,132
2662-10,78
2662-11,239
2662-12,79
2663-01,88
2663-02,129
2663-03,160
2663-04,206
2663-05,82
2663-06,239
2663-07,179
2663-08,132
2663-10,219
2663-11,173
2663-12,233
2664-01,108
2664-02,87
2664-03,101
2664-04,153
2664-05,79
2664-06,184
2664-07,76
2664-08,200
2664-09,228
2664-10,135
2664-11,231
2664-12,113
2665-01,211
2665-02,89
2665-03,60
2665-04,142
2665-05,250
2665-07,105
2665-08,62
2665-09,148
2665-10,50
2665-11,50
2665-12,132
2666-01,119
2666-02,52
2666-03,122
2666-04,221
2666-05,107
2666-06,60
2666-07,155
2666-08,144
2666-09,216
2666-10,196
2666-11,167
2666-12,72
2667-01,82
2667-03,191
2667-04,171
2667-05,154
2667-06,165
2667-07,159
2667-08,208
2667-09,67
2667-10,185
2667-11,226
2667-12,164
2668-01,210
2668-02,73
2668-03,141
2668-04,167
2668-05,56
2668-06,183
2668-07,128
2668-08,125
2668-09,247
2668-10,130
2668-12,183
2669-01,112
2669-02,156
2669-03,166
2669-04,56
2669-05,122
2669-06,112
2669-07,196
2669-08,228
2669-09,62
2669-10,242
2669-11,121
2669-12,55
2670-01,68
2670-02,182
2670-03,127
2670-04,55
2670-05,166
2670-06,161
2670-08,111
2670-09,115
2670-10,53
2670-11,208
2670-12,136
2671-01,177
2671-02,86
2671-03,156
2671-04,68
2671-05,167
2671-06,108
2671-07,239
2671-08,56
2671-09,72
2671-10,146
2671-11,83
2671-12,218
2672-01,236
2672-02,147
2672-03,188
2672-05,187
2672-06,150
2672-07,239
2672-08,94
2672-09,56
2672-10,239
2672-11,145
2672-12,85
2673-01,203
2673-02,165
2673-03,65
2673-04,95
2673-05,241
2673-06,58
2673-07,217
2673-08,203
2673-09,170
2673-10,228
2673-11,175
2673-12,76
2674-02,139
2674-03,212
2674-04,244
2674-05,73
2674-06,125
2674-07,80
2674-08,215
2674-09,172
2674-10,170
2674-11,224
2674-12,231
2675-01,63
2675-02,245
2675-03,227
2675-04,181
2675-05,67
2675-06,232
2675-07,75
2675-08,210
2675-10,175
2675-11,110
2675-12,118
2676-01,54
2676-02,171
2676-03,195
2676-04,147
2676-05,135
2676-06,85
2676-07,84
2676-08,235
2676-09,90
2676-10,113
2676-11,86
2676-12,56
2677-01,207
2677-02,153
2677-03,192
2677-04,186
2677-06,110
2677-07,85
2677-08,149
2677-09,206
2677-10,249
2677-11,170
2677-12,142
2678-01,212
2678-02,115
2678-03,55
2678-04,82
2678-05,85
2678-06,242
2678-07,66
2678-08,236
2678-09,157
2678-10,81
2678-11,246
2678-12,99
2679-01,91
2679-03,217
2679-04,70
2679-05,242
2679-06,144
2679-07,89
2679-08,54
2679-09,239
2679-10,226
2679-11,112
2679-12,204
2680-01,181
2680-02,249
2680-03,113
2680-04,215
2680-05,205
2680-06,213
2680-07,117
2680-08,220
2680-09,219
2680-10,101
2680-12,246
2681-01,214
2681-02,242
2681-03,180
2681-04,162
2681-05,198
2681-06,179
2681-07,197
2681-08,71
2681-09,185
2681-10,159
2681-11,71
2681-12,209
2682-01,149
2682-02,97
2682-03,70
2682-04,176
2682-05,66
2682-07,241
2682-08,217
2682-09,159
2682-10,102
2682-11,113
2682-12,136
2683-01,187
2683-02,242
2683-03,237
2683-04,98
2683-05,181
2683-06,171
2683-07,75
2683-08,128
2683-09,80
2683-10,178
2683-11,73
2683-12,152
2684-01,143
2684-02,175
2684-04,185
2684-05,88
2684-06,122
2684-07,173
2684-08,122
2684-09,159
2684-10,247
2684-11,219
2684-12,169
2685-01,211
2685-02,161
2685-03,205
2685-04,58
2685-05,181
2685-06,108
2685-07,194
2685-08,212
2685-09,79
2685-10,122
2685-11,102
2686-01,145
2686-02,201
2686-03,194
2686-04,240
2686-05,81
2686-06,167
2686-07,51
2686-08,203
2686-09,101
2686-10,210
2686-11,112
2686-12,87
2687-01,189
2687-02,233
2687-03,164
2687-04,89
2687-05,174
2687-06,94
2687-07,244
2687-09,219
2687-10,93
2687-11,249
2687-12,125
2688-01,212
2688-02,57
2688-03,233
2688-04,62
2688-05,167
2688-06,182
2688-07,138
2688-08,161
2688-09,199
2688-10,219
2688-11,131
2688-12,206
2689-01,121
2689-02,133
2689-03,219
2689-05,167
2689-06,195
2689-07,101
2689-08,55
2689-09,137
2689-10,53
2689-11,171
2689-12,120
2690-01,89
2690-02,127
2690-03,174
2690-04,194
2690-05,81
2690-06,173
2690-07,177
2690-08,154
2690-09,228
2690-10,100
2690-11,74
2690-12,177
2691-01,167
2691-03,94
2691-04,201
2691-05,57
2691-06,167
2691-07,101
2691-08,242
2691-09,91
2691-10,240
2691-11,150
2691-12,161
2692-01,124
2692-02,218
2692-03,104
2692-04,134
2692-05,203
2692-06,171
2692-07,123
2692-08,52
2692-09,155
2692-11,93
2692-12,198
2693-01,200
2693-02,67
2693-03,204
2693-04,229
2693-05,111
2693-06,70
2693-07,147
2693-08,216
2693-09,165
2693-10,139
2693-11,216
2693-12,235
2694-01,216
2694-02,139
2694-03,129
2694-04,197
2694-05,238
2694-07,247
2694-08,241
2694-09,195
2694-10,149
2694-11,74
2694-12,98
2695-01,69
2695-02,102
2695-03,92
2695-04,113
2695-05,156
2695-06,209
2695-07,247
2695-08,231
2695-09,193
2695-10,197
2695-11,117
2695-12,218
2696-01,170
2696-03,90
2696-04,213
2696-05,219
2696-06,84
2696-07,72
2696-08,80
2696-09,222
2696-10,188
2696-11,191
2696-12,80
2697-01,132
2697-02,243
2697-03,123
2697-04,150
2697-05,247
2697-06,85
2697-07,129
2697-08,138
2697-09,89
2697-10,88
2697-12,162
2698-01,138
2698-02,122
2698-03,82
2698-04,77
2698-05,111
2698-06,85
2698-07,228
2698-08,155
2698-09,58
2698-10,174
2698-11,94
2698-12,167
2699-01,61
2699-02,161
2699-03,182
2699-04,209
2699-05,79
2699-06,114
2699-08,81
2699-09,154
2699-10,83
2699-11,157
2699-12,124
2700-01,141
2700-02,68
2700-03,192
2700-04,210
2700-05,231
2700-06,212
2700-07,141
2700-08,53
2700-09,227
2700-10,247
2700-11,99
2700-12,73
2701-01,204
2701-02,59
2701-04,117
2701-05,188
2701-06,214
2701-07,202
2701-08,232
2701-09,101
2701-10,136
2701-11,91
2701-12,98
2702-01,144
2702-02,93
2702-03,223
2702-04,224
2702-05,169
2702-06,140
2702-07,250
2702-08,84
2702-09,181
2702-10,68
2702-11,68
2703-01,56
2703-02,123
2703-03,108
2703-04,57
2703-05,173
2703-06,165
2703-07,181
2703-08,138
2703-09,245
2703-10,91
2703-11,98
2703-12,219
2704-01,167
2704-02,86
2704-03,159
2704-04,56
2704-05,81
2704-06,73
2704-07,63
2704-08,207
2704-10,72
2704-11,237
2704-12,96
2705-01,69
2705-02,202
2705-03,134
2705-04,247
2705-05,90
2705-06,70
2705-07,110
2705-08,208
2705-09,116
2705-10,96
2705-11,165
2705-12,122
2706-01,205
2706-02,68
2706-03,193
2706-05,146
2706-06,83
2706-07,72
2706-08,80
2706-09,115
2706-10,205
2706-11,53
2706-12,188
2707-01,221
2707-02,181
2707-03,93
2707-04,156
2707-05,233
2707-06,67
2707-07,73
2707-08,141
2707-09,54
2707-10,103
2707-11,229
2707-12,224
2708-01,105
2708-03,230
2708-04,94
2708-05,129
2708-06,153
2708-07,245
2708-08,249
2708-09,204
2708-10,66
2708-11,65
2708-12,222
2709-01,67
2709-02,184
2709-03,123
2709-04,62
2709-05,226
2709-06,177
2709-07,180
2709-08,156
2709-09,109
2709-11,50
2709-12,243
2710-01,92
2710-02,240
2710-03,68
2710-04,70
2710-05,71
2710-06,95
2710-07,177
2710-08,111
2710-09,215
2710-10,130
2710-11,144
2710-12,101
2711-01,228
2711-02,132
2711-03,79
2711-04,115
2711-05,95
2711-07,84
2711-08,139
2711-09,160
2711-10,155
2711-11,201
2711-12,217
2712-01,72
2712-02,75
2712-03,157
2712-04,209
2712-05,102
2712-06,100
2712-07,111
2712-08,92
2712-09,98
2712-10,245
2712-11,212
2712-12,147
2713-01,85
2713-03,134
2713-04,70
2713-05,137
2713-06,161
2713-07,249
2713-08,67
2713-09,64
2713-10,161
2713-11,148
2713-12,125
2714-01,136
2714-02,224
2714-03,76
2714-04,110
2714-05,207
2714-06,203
2714-07,110
2714-08,189
2714-09,235
2714-10,114
2714-12,186
2715-01,58
2715-02,152
2715-03,70
2715-04,96
2715-05,250
2715-06,109
2715-07,142
2715-08,74
2715-09,149
2715-10,111
2715-11,137
2715-12,98
2716-01,203
2716-02,63
2716-03,209
2716-04,248
2716-05,131
2716-06,222
2716-07,140
2716-09,241
2716-10,109
2716-11,222
2716-12,92
2717-01,207
2717-02,98
2717-03,209
2717-04,127
2717-05,232
2717-06,220
2717-07,114
2717-08,129
2717-09,221
2717-10,76
2717-11,195
2717-12,231
2718-01,220
2718-02,122
2718-03,190
2718-05,184
2718-06,112
2718-07,129
2718-08,141
2718-09,114
2718-10,118
2718-11,127
2718-12,51
2719-01,100
2719-02,98
2719-03,62
2719-04,51
2719-05,248
2719-06,64
2719-07,126
2719-08,243
2719-09,71
2719-10,188
2719-11,177
2719-12,219
2720-02,83
2720-03,176
2720-04,77
2720-05,181
2720-06,149
2720-07,210
2720-08,174
2720-09,118
2720-10,88
2720-11,50
2720-12,125
2721-01,158
2721-02,60
2721-03,168
2721-04,88
2721-05,127
2721-06,127
2721-07,100
2721-08,157
2721-10,182
2721-11,174
2721-12,69
2722-01,106
2722-02,198
2722-03,249
2722-04,155
2722-05,168
2722-06,137
2722-07,50
2722-08,69
2722-09,131
2722-10,82
2722-11,72
2722-12,129
2723-01,109
2723-02,88
2723-03,84
2723-04,247
2723-06,203
2723-07,70
2723-08,152
2723-09,126
2723-10,140
2723-11,78
2723-12,245
2724-01,189
2724-02,102
2724-03,65
2724-04,197
2724-05,50
2724-06,182
2724-07,74
2724-08,92
2724-09,199
2724-10,112
2724-11,86
2724-12,60
2725-01,164
2725-03,128
2725-04,80
2725-05,55
2725-06,194
2725-07,232
2725-08,117
2725-09,103
2725-10,63
2725-11,128
2725-12,147
2726-01,129
2726-02,187
2726-03,138
2726-04,222
2726-05,151
2726-06,177
2726-07,200
2726-08,188
2726-09,156
2726-10,212
2726-12,171
2727-01,177
2727-02,192
2727-03,165
2727-04,207
2727-05,140
2727-06,161
2727-07,157
2727-08,82
2727-09,240
2727-10,50
2727-11,194
2727-12,238
2728-01,108
2728-02,180
2728-03,220
2728-04,78
2728-05,184
2728-06,185
2728-08,212
2728-09,123
2728-10,133
2728-11,117
2728-12,209
2729-01,139
2729-02,117
2729-03,103
2729-04,86
2729-05,190
2729-06,208
2729-07,67
2729-08,187
2729-09,111
2729-10,243
2729-11,179
2729-12,177
2730-01,84
2730-02,119
2730-04,97
2730-05,238
2730-06,72
2730-07,74
2730-08,160
2730-09,180
2730-10,190
2730-11,50
2730-12,51
2731-01,201
2731-02,185
2731-03,163
2731-04,173
2731-05,235
2731-06,181
2731-07,126
2731-08,113
2731-09,86
2731-10,111
2731-11,57
2732-01,177
2732-02,142
2732-03,104
2732-04,153
2732-05,113
2732-06,117
2732-07,139
2732-08,169
2732-09,138
2732-10,109
2732-11,149
2732-12,188
2733-01,146
2733-02,148
2733-03,220
2733-04,160
2733-05,210
2733-06,169
2733-07,171
2733-08,67
2733-10,223
2733-11,72
2733-12,151
2734-01,122
2734-02,165
2734-03,137
2734-04,200
2734-05,69
2734-06,64
2734-07,90
2734-08,51
2734-09,179
2734-10,234
2734-11,144
2734-12,195
2735-01,151
2735-02,217
2735-03,168
2735-05,146
2735-06,165
2735-07,65
2735-08,169
2735-09,250
2735-10,179
2735-11,127
2735-12,208
2736-01,103
2736-02,80
2736-03,192
2736-04,208
2736-05,53
2736-06,142
2736-07,70
2736-08,99
2736-09,170
2736-10,203
2736-11,166
2736-12,124
2737-01,190
2737-03,120
2737-04,180
2737-05,224
2737-06,73
2737-07,53
2737-08,69
2737-09,123
2737-10,217
2737-11,231
2737-12,189
2738-01,142
2738-02,181
2738-03,172
2738-04,100
2738-05,223
2738-06,114
2738-07,151
2738-08,103
2738-09,55
2738-11,219
2738-12,169
2739-01,150
2739-02,55
2739-03,129
2739-04,240
2739-05,173
2739-06,237
2739-07,102
2739-08,185
2739-09,249
2739-10,95
2739-11,93
2739-12,99
2740-01,161
2740-02,237
2740-03,173
2740-04,163
2740-05,156
2740-07,221
2740-08,53
2740-09,125
2740-10,113
2740-11,232
2740-12,57
2741-01,150
2741-02,57
2741-03,200
2741-04,84
2741-05,178
2741-06,99
2741-07,191
2741-08,169
2741-09,241
2741-10,151
2741-11,102
2741-12,98
2742-01,57
2742-03,65
2742-04,165
2742-05,137
2742-06,225
2742-07,209
2742-08,167
2742-09,211
2742-10,241
2742-11,70
2742-12,102
2743-01,68
2743-02,122
2743-03,75
2743-04,69
2743-05,67
2743-06,204
2743-07,200
2743-08,176
2743-09,250
2743-10,166
2743-12,173
2744-01,99
2744-02,242
2744-03,223
2744-04,108
2744-05,103
2744-06,156
2744-07,177
2744-08,101
2744-09,249
2744-10,128
2744-11,198
2744-12,159
2745-01,155
2745-02,242
2745-03,186
2745-04,169
2745-05,229
2745-06,110
2745-07,189
2745-09,170
2745-10,212
2745-11,118
2745-12,149
2746-01,96
2746-02,209
2746-03,84
2746-04,142
2746-05,127
2746-06,88
2746-07,90
2746-08,242
2746-09,224
2746-10,60
2746-11,109
2746-12,153
2747-01,233
2747-02,133
2747-03,124
2747-05,186
2747-06,221
2747-07,245
2747-08,247
2747-09,174
2747-10,67
2747-11,161
2747-12,171
2748-01,160
2748-02,238
2748-03,152
2748-04,187
2748-05,203
2748-06,67
2748-07,246
2748-08,160
2748-09,165
2748-10,145
2748-11,180
2748-12,208
2749-01,235
2749-03,240
2749-04,73
2749-05,108
2749-06,139
2749-07,181
2749-08,119
2749-09,215
2749-10,110
2749-11,65
2749-12,177
2750-01,178
2750-02,134
2750-03,163
2750-04,151
2750-05,216
2750-06,162
2750-07,245
2750-08,54
2750-10,154
2750-11,88
2750-12,75
2751-01,120
2751-02,82
2751-03,173
2751-04,164
2751-05,79
2751-06,103
2751-07,233
2751-08,209
2751-09,104
2751-10,105
2751-11,84
2751-12,165
2752-01,66
2752-02,143
2752-03,140
2752-04,246
2752-05,112
2752-07,215
2752-08,55
2752-09,238
2752-10,78
2752-11,74
2752-12,224
2753-01,129
2753-02,84
2753-03,90
2753-04,85
2753-05,215
2753-06,120
2753-07,177
2753-08,246
2753-09,238
2753-10,117
2753-11,163
2753-12,65
2754-01,114
2754-03,169
2754-04,79
2754-05,200
2754-06,191
2754-07,93
2754-08,126
2754-09,229
2754-10,57
2754-11,166
2754-12,154
2755-01,97
2755-02,57
2755-03,57
2755-04,187
2755-05,90
2755-06,213
2755-07,165
2755-08,60
2755-09,120
2755-10,102
2755-12,101
2756-01,106
2756-02,111
2756-03,69
2756-04,144
2756-05,187
2756-06,132
2756-07,173
2756-08,224
2756-09,150
2756-10,80
2756-11,119
2756-12,132
2757-01,130
2757-02,133
2757-03,219
2757-04,119
2757-05,168
2757-06,239
2757-08,53
2757-09,244
2757-10,114
2757-11,139
2757-12,79
2758-01,195
2758-02,65
2758-03,180
2758-04,210
2758-05,67
2758-06,148
2758-07,168
2758-08,172
2758-09,221
2758-10,184
2758-11,94
2758-12,77
2759-01,185
2759-02,62
2759-04,63
2759-05,229
2759-06,202
2759-07,94
2759-08,109
2759-09,158
2759-10,181
2759-11,244
2759-12,88
2760-01,211
2760-02,119
2760-03,87
2760-04,88
2760-05,229
2760-06,224
2760-07,113
2760-08,125
2760-09,69
2760-10,247
2760-11,124
2760-12,226
2761-02,208
2761-03,223
2761-04,87
2761-05,190
2761-06,212
2761-07,195
2761-08,208
2761-09,92
2761-10,124
2761-11,218
2761-12,140
2762-01,145
2762-02,123
2762-03,116
2762-04,181
2762-05,185
2762-06,203
2762-07,223
2762-08,118
2762-10,126
2762-11,181
2762-12,174
2763-01,168
2763-02,96
2763-03,70
2763-04,239
2763-05,143
2763-06,191
2763-07,242
2763-08,58
2763-09,86
2763-10,218
2763-11,64
2763-12,98
2764-01,53
2764-02,191
2764-03,174
2764-04,90
2764-06,243
2764-07,203
2764-08,207
2764-09,151
2764-10,68
2764-11,95
2764-12,96
2765-01,243
2765-02,156
2765-03,88
2765-04,174
2765-05,227
2765-06,175
2765-07,217
2765-08,174
2765-09,154
2765-10,242
2765-11,129
2765-12,240
2766-01,103
2766-03,164
2766-04,228
2766-05,69
2766-06,229
2766-07,63
2766-08,150
2766-09,61
2766-10,103
2766-11,80
2766-12,192
2767-01,50
2767-02,180
2767-03,183
2767-04,145
2767-05,221
2767-06,168
2767-07,190
2767-08,96
2767-09,109
2767-11,72
2767-12,237
2768-01,110
2768-02,94
2768-03,97
2768-04,188
2768-05,138
2768-06,56
2768-07,125
2768-08,83
2768-09,185
2768-10,125
2768-11,144
2768-12,244
2769-01,98
2769-02,159
2769-03,250
2769-04,153
2769-05,108
2769-07,78
2769-08,62
2769-09,178
2769-10,92
2769-11,132
2769-12,87
2770-01,183
2770-02,123
2770-03,128
2770-04,77
2770-05,80
2770-06,193
2770-07,213
2770-08,115
2770-09,249
2770-10,142
2770-11,146
2770-12,245
2771-01,132
2771-03,94
2771-04,234
2771-05,57
2771-06,68
2771-07,97
2771-08,143
2771-09,110
2771-10,93
2771-11,54
2771-12,95
2772-01,129
2772-02,105
2772-03,175
2772-04,85
2772-05,101
2772-06,132
2772-07,239
2772-08,125
2772-09,141
2772-10,245
2772-11,163
2773-01,123
2773-02,208
2773-03,101
2773-04,106
2773-05,148
2773-06,120
2773-07,147
2773-08,146
2773-09,222
2773-10,172
2773-11,80
2773-12,212
2774-01,78
2774-02,133
2774-03,143
2774-04,115
2774-05,117
2774-06,160
2774-07,231
2774-09,133
2774-10,134
2774-11,217
2774-12,178
2775-01,142
2775-02,161
2775-03,128
2775-04,104
2775-05,240
2775-06,181
2775-07,233
2775-08,68
2775-09,133
2775-10,82
2775-11,149
2775-12,236
2776-01,222
2776-02,144
2776-03,135
2776-05,158
2776-06,167
2776-07,62
2776-08,217
2776-09,171
2776-10,88
2776-11,114
2776-12,228
2777-01,90
2777-02,201
2777-03,213
2777-04,147
2777-05,223
2777-06,192
2777-07,194
2777-08,103
2777-09,147
2777-10,129
2777-11,170
2777-12,132
2778-01,208
2778-03,195
2778-04,55
2778-05,170
2778-06,173
2778-07,240
2778-08,56
2778-09,155
2778-10,132
2778-11,95
2778-12,164
2779-01,51
2779-02,185
2779-03,189
2779-04,224
2779-05,218
2779-06,169
2779-07,94
2779-08,221
2779-10,169
2779-11,75
2779-12,163
2780-01,103
2780-02,82
2780-03,119
2780-04,82
2780-05,98
2780-06,159
2780-07,231
2780-08,61
2780-09,237
2780-10,209
2780-11,128
2780-12,218
2781-01,106
2781-02,104
2781-03,54
2781-04,228
2781-05,64
2781-07,72
2781-08,68
2781-09,165
2781-10,132
2781-11,188
2781-12,204
2782-01,173
2782-02,93
2782-03,141
2782-04,208
2782-05,135
2782-06,209
2782-07,106
2782-08,118
2782-09,103
2782-10,76
2782-11,188
2782-12,229
2783-01,198
2783-03,169
2783-04,183
2783-05,213
2783-06,196
2783-07,141
2783-08,212
2783-09,172
2783-10,147
2783-11,201
2783-12,101
2784-01,81
2784-02,190
2784-03,146
2784-04,219
2784-05,123
2784-06,134
2784-07,89
2784-08,198
2784-09,227
2784-10,248
2784-12,192
2785-01,53
2785-02,107
2785-03,169
2785-04,161
2785-05,54
2785-06,113
2785-07,148
2785-08,233
2785-09,88
2785-10,244
2785-11,133
2785-12,225
2786-01,138
2786-02,179
2786-03,247
2786-04,69
2786-05,137
2786-06,125
2786-08,77
2786-09,157
2786-10,145
2786-11,156
2786-12,166
2787-01,205
2787-02,102
2787-03,98
2787-04,183
2787-05,150
2787-06,53
2787-07,155
2787-08,76
2787-09,210
2787-10,99
2787-11,243
2787-12,160
2788-01,129
2788-02,101
2788-03,110
2788-05,222
2788-06,136
2788-07,56
2788-08,247
2788-09,155
2788-10,129
2788-11,50
2788-12,175
2789-01,154
2789-02,127
2789-03,229
2789-04,228
2789-05,154
2789-06,175
2789-07,197
2789-08,200
2789-09,127
2789-10,68
2789-11,250
2789-12,165
2790-02,82
2790-03,225
2790-04,171
2790-05,116
2790-06,169
2790-07,187
2790-08,185
2790-09,163
2790-10,166
2790-11,183
2790-12,193
2791-01,161
2791-02,159
2791-03,228
2791-04,122
2791-05,124
2791-06,183
2791-07,187
2791-08,126
2791-10,109
2791-11,203
2791-12,101
2792-01,173
2792-02,215
2792-03,184
2792-04,106
2792-05,146
2792-06,92
2792-07,202
2792-08,114
2792-09,57
2792-10,109
2792-11,103
2792-12,133
2793-01,247
2793-02,89
2793-03,82
2793-04,104
2793-06,245
2793-07,195
2793-08,87
2793-09,170
2793-10,155
2793-11,82
2793-12,200
2794-01,82
2794-02,78
2794-03,223
2794-04,104
2794-05,185
2794-06,59
2794-07,200
2794-08,106
2794-09,79
2794-10,61
2794-11,223
2794-12,140
2795-01,229
2795-03,167
2795-04,230
2795-05,84
2795-06,155
2795-07,152
2795-08,196
2795-09,55
2795-10,249
2795-11,224
2795-12,82
2796-01,69
2796-02,81
2796-03,229
2796-04,150
2796-05,60
2796-06,149
2796-07,176
2796-08,136
2796-09,64
2796-10,52
2796-12,137
2797-01,233
2797-02,218
2797-03,58
2797-04,94
2797-05,208
2797-06,240
2797-07,167
2797-08,64
2797-09,157
2797-10,202
2797-11,190
2797-12,125
2798-01,174
2798-02,209
2798-03,114
2798-04,216
2798-05,196
2798-07,236
2798-08,138
2798-09,70
2798-10,77
2798-11,211
2798-12,164
2799-01,111
2799-02,80
2799-03,204
2799-04,196
2799-05,58
2799-06,191
2799-07,79
2799-08,159
2799-09,99
2799-10,164
2799-11,203
2799-12,62
2800-01,194
2800-02,152
2800-04,87
2800-05,189
2800-06,218
2800-07,89
2800-08,102
2800-09,226
2800-10,139
2800-11,213
2800-12,110
2801-01,206
2801-02,87
2801-03,134
2801-04,189
2801-05,246
2801-06,216
2801-07,240
2801-08,68
2801-09,53
2801-10,162
2801-11,209
2802-01,59
2802-02,173
2802-03,58
2802-04,245
2802-05,133
2802-06,216
2802-07,160
2802-08,110
2802-09,199
2802-10,131
2802-11,71
2802-12,141
2803-01,124
2803-02,188
2803-03,129
2803-04,178
2803-05,137
2803-06,56
2803-07,178
2803-09,224
2803-10,57
2803-11,80
2803-12,90
2804-01,190
2804-02,108
2804-03,171
2804-04,55
2804-05,147
2804-06,193
2804-07,229
2804-08,174
2804-09,65
2804-10,177
2804-11,146
2804-12,241
2805-01,50
2805-02,148
2805-03,184
2805-05,57
2805-06,68
2805-07,240
2805-08,204
2805-09,100
2805-10,139
2805-11,99
2805-12,51
2806-01,125
2806-02,171
2806-03,63
2806-04,173
2806-05,246
2806-06,142
2806-07,114
2806-08,98
2806-09,69
2806-10,233
2806-11,55
2806-12,135
2807-01,137
2807-03,80
2807-04,248
2807-05,199
2807-06,127
2807-07,64
2807-08,194
2807-09,238
2807-10,52
2807-11,57
2807-12,62
2808-01,143
2808-02,208
2808-03,193
2808-04,86
2808-05,138
2808-06,194
2808-07,119
2808-08,101
2808-09,100
2808-11,240
2808-12,214
2809-01,193
2809-02,224
2809-03,175
2809-04,240
2809-05,155
2809-06,60
2809-07,185
2809-08,50
2809-09,126
2809-10,196
2809-11,239
2809-12,176
2810-01,80
2810-02,235
2810-03,164
2810-04,242
2810-05,242
2810-07,134
2810-08,148
2810-09,212
2810-10,163
2810-11,80
2810-12,174
2811-01,171
2811-02,213
2811-03,162
2811-04,51
2811-05,102
2811-06,174
2811-07,187
2811-08,153
2811-09,51
2811-10,118
2811-11,244
2811-12,250
2812-01,147
2812-03,60
2812-04,233
2812-05,112
2812-06,91
2812-07,122
2812-08,223
2812-09,90
2812-10,158
2812-11,159
2812-12,216
2813-01,101
2813-02,250
2813-03,148
2813-04,83
2813-05,137
2813-06,133
2813-07,70
2813-08,87
2813-09,190
2813-10,130
2813-12,195
2814-01,221
2814-02,89
2814-03,86
2814-04,124
2814-05,122
2814-06,69
2814-07,218
2814-08,97
2814-09,112
2814-10,181
2814-11,207
2814-12,191
2815-01,246
2815-02,149
2815-03,152
2815-04,136
2815-05,59
2815-06,139
2815-08,220
2815-09,249
2815-10,86
2815-11,84
2815-12,112
2816-01,75
2816-02,140
2816-03,172
2816-04,126
2816-05,115
2816-06,110
2816-07,69
2816-08,52
2816-09,214
2816-10,160
2816-11,225
2816-12,179
2817-01,138
2817-02,237
2817-03,160
2817-05,73
2817-06,97
2817-07,152
2817-08,220
2817-09,116
2817-10,71
2817-11,169
2817-12,113
2818-01,104
2818-02,221
2818-03,73
2818-04,103
2818-05,61
2818-06,122
2818-07,104
2818-08,169
2818-09,112
2818-10,238
2818-11,202
2818-12,185
2819-02,152
2819-03,134
2819-04,221
2819-05,169
2819-06,138
2819-07,181
2819-08,147
2819-09,177
2819-10,180
2819-11,249
2819-12,235
2820-01,109
2820-02,228
2820-03,57
2820-04,178
2820-05,120
2820-06,178
2820-07,214
2820-08,158
2820-10,85
2820-11,134
2820-12,124
2821-01,113
2821-02,201
2821-03,183
2821-04,175
2821-05,211
2821-06,86
2821-07,159
2821-08,161
2821-09,77
2821-10,188
2821-11,106
2821-12,82
2822-01,64
2822-02,199
2822-03,83
2822-04,232
2822-06,221
2822-07,233
2822-08,237
2822-09,109
2822-10,151
2822-11,200
2822-12,93
2823-01,207
2823-02,247
2823-03,80
2823-04,158
2823-05,186
2823-06,99
2823-07,77
2823-08,186
2823-09,56
2823-10,99
2823-11,223
2823-12,194
2824-01,164
2824-03,88
2824-04,180
2824-05,179
2824-06,161
2824-07,111
